# WFCD warframe-drop-data relics.json — relic reward table.
# reward_name resolves to a catalog slug at runtime (normalize_name); Forma/Kuva/etc. stay unpriced.
# tier	relic_name	refinement	reward_name	chance
Axi	B2	Exceptional	Banshee Prime Systems Blueprint	4
Axi	B2	Exceptional	Fang Prime Blade	23.33
Axi	B2	Exceptional	Fragor Prime Head	23.33
Axi	B2	Exceptional	Orthos Prime Blueprint	13
Axi	B2	Exceptional	Sybaris Prime Blueprint	23.33
Axi	B2	Flawless	2X Forma Blueprint	17
Axi	B2	Flawless	Banshee Prime Systems Blueprint	6
Axi	B2	Flawless	Fang Prime Blade	20
Axi	B2	Flawless	Fragor Prime Head	20
Axi	B2	Flawless	Orthos Prime Blueprint	17
Axi	B2	Flawless	Sybaris Prime Blueprint	20
Axi	B2	Intact	2X Forma Blueprint	11
Axi	B2	Intact	Banshee Prime Systems Blueprint	2
Axi	B2	Intact	Fang Prime Blade	25.33
Axi	B2	Intact	Fragor Prime Head	25.33
Axi	B2	Intact	Orthos Prime Blueprint	11
Axi	B2	Intact	Sybaris Prime Blueprint	25.33
Axi	B2	Radiant	2X Forma Blueprint	20
Axi	B2	Radiant	Banshee Prime Systems Blueprint	10
Axi	B2	Radiant	Fang Prime Blade	16.67
Axi	B2	Radiant	Fragor Prime Head	16.67
Axi	B2	Radiant	Orthos Prime Blueprint	20
Axi	B2	Radiant	Sybaris Prime Blueprint	16.67
Axi	B3	Exceptional	Atlas Prime Chassis Blueprint	13
Axi	B3	Exceptional	Baza Prime Stock	4
Axi	B3	Exceptional	Forma Blueprint	23.33
Axi	B3	Exceptional	Paris Prime Lower Limb	23.33
Axi	B3	Exceptional	Stradavar Prime Stock	23.33
Axi	B3	Exceptional	Zhuge Prime Receiver	13
Axi	B3	Flawless	Atlas Prime Chassis Blueprint	17
Axi	B3	Flawless	Baza Prime Stock	6
Axi	B3	Flawless	Forma Blueprint	20
Axi	B3	Flawless	Paris Prime Lower Limb	20
Axi	B3	Flawless	Stradavar Prime Stock	20
Axi	B3	Flawless	Zhuge Prime Receiver	17
Axi	B3	Intact	Atlas Prime Chassis Blueprint	11
Axi	B3	Intact	Baza Prime Stock	2
Axi	B3	Intact	Forma Blueprint	25.33
Axi	B3	Intact	Paris Prime Lower Limb	25.33
Axi	B3	Intact	Stradavar Prime Stock	25.33
Axi	B3	Intact	Zhuge Prime Receiver	11
Axi	B3	Radiant	Atlas Prime Chassis Blueprint	20
Axi	B3	Radiant	Baza Prime Stock	10
Axi	B3	Radiant	Forma Blueprint	16.67
Axi	B3	Radiant	Paris Prime Lower Limb	16.67
Axi	B3	Radiant	Stradavar Prime Stock	16.67
Axi	B3	Radiant	Zhuge Prime Receiver	20
Axi	B4	Exceptional	Akjagara Prime Blueprint	23.33
Axi	B4	Exceptional	Aksomati Prime Blueprint	23.33
Axi	B4	Exceptional	Baza Prime Blueprint	4
Axi	B4	Exceptional	Ivara Prime Blueprint	13
Axi	B4	Exceptional	Karyst Prime Handle	13
Axi	B4	Exceptional	Paris Prime Lower Limb	23.33
Axi	B4	Flawless	Akjagara Prime Blueprint	20
Axi	B4	Flawless	Aksomati Prime Blueprint	20
Axi	B4	Flawless	Baza Prime Blueprint	6
Axi	B4	Flawless	Ivara Prime Blueprint	17
Axi	B4	Flawless	Karyst Prime Handle	17
Axi	B4	Flawless	Paris Prime Lower Limb	20
Axi	B4	Intact	Akjagara Prime Blueprint	25.33
Axi	B4	Intact	Aksomati Prime Blueprint	25.33
Axi	B4	Intact	Baza Prime Blueprint	2
Axi	B4	Intact	Ivara Prime Blueprint	11
Axi	B4	Intact	Karyst Prime Handle	11
Axi	B4	Intact	Paris Prime Lower Limb	25.33
Axi	B4	Radiant	Akjagara Prime Blueprint	16.67
Axi	B4	Radiant	Aksomati Prime Blueprint	16.67
Axi	B4	Radiant	Baza Prime Blueprint	10
Axi	B4	Radiant	Ivara Prime Blueprint	20
Axi	B4	Radiant	Karyst Prime Handle	20
Axi	B4	Radiant	Paris Prime Lower Limb	16.67
Axi	B5	Exceptional	Baruuk Prime Neuroptics Blueprint	4
Axi	B5	Exceptional	Forma Blueprint	23.33
Axi	B5	Exceptional	Knell Prime Blueprint	23.33
Axi	B5	Exceptional	Nagantaka Prime Receiver	13
Axi	B5	Exceptional	Paris Prime Lower Limb	23.33
Axi	B5	Exceptional	Volnus Prime Head	13
Axi	B5	Flawless	Baruuk Prime Neuroptics Blueprint	6
Axi	B5	Flawless	Forma Blueprint	20
Axi	B5	Flawless	Knell Prime Blueprint	20
Axi	B5	Flawless	Nagantaka Prime Receiver	17
Axi	B5	Flawless	Paris Prime Lower Limb	20
Axi	B5	Flawless	Volnus Prime Head	17
Axi	B5	Intact	Baruuk Prime Neuroptics Blueprint	2
Axi	B5	Intact	Forma Blueprint	25.33
Axi	B5	Intact	Knell Prime Blueprint	25.33
Axi	B5	Intact	Nagantaka Prime Receiver	11
Axi	B5	Intact	Paris Prime Lower Limb	25.33
Axi	B5	Intact	Volnus Prime Head	11
Axi	B5	Radiant	Baruuk Prime Neuroptics Blueprint	10
Axi	B5	Radiant	Forma Blueprint	16.67
Axi	B5	Radiant	Knell Prime Blueprint	16.67
Axi	B5	Radiant	Nagantaka Prime Receiver	20
Axi	B5	Radiant	Paris Prime Lower Limb	16.67
Axi	B5	Radiant	Volnus Prime Head	20
Axi	B6	Exceptional	Afuris Prime Blueprint	23.33
Axi	B6	Exceptional	Baruuk Prime Neuroptics Blueprint	4
Axi	B6	Exceptional	Forma Blueprint	23.33
Axi	B6	Exceptional	Garuda Prime Chassis Blueprint	13
Axi	B6	Exceptional	Lex Prime Barrel	23.33
Axi	B6	Exceptional	Shade Prime Systems	13
Axi	B6	Flawless	Afuris Prime Blueprint	20
Axi	B6	Flawless	Baruuk Prime Neuroptics Blueprint	6
Axi	B6	Flawless	Forma Blueprint	20
Axi	B6	Flawless	Garuda Prime Chassis Blueprint	17
Axi	B6	Flawless	Lex Prime Barrel	20
Axi	B6	Flawless	Shade Prime Systems	17
Axi	B6	Intact	Afuris Prime Blueprint	25.33
Axi	B6	Intact	Baruuk Prime Neuroptics Blueprint	2
Axi	B6	Intact	Forma Blueprint	25.33
Axi	B6	Intact	Garuda Prime Chassis Blueprint	11
Axi	B6	Intact	Lex Prime Barrel	25.33
Axi	B6	Intact	Shade Prime Systems	11
Axi	B6	Radiant	Afuris Prime Blueprint	16.67
Axi	B6	Radiant	Baruuk Prime Neuroptics Blueprint	10
Axi	B6	Radiant	Forma Blueprint	16.67
Axi	B6	Radiant	Garuda Prime Chassis Blueprint	20
Axi	B6	Radiant	Lex Prime Barrel	16.67
Axi	B6	Radiant	Shade Prime Systems	20
Axi	B7	Exceptional	Baruuk Prime Neuroptics Blueprint	4
Axi	B7	Exceptional	Burston Prime Blueprint	23.33
Axi	B7	Exceptional	Forma Blueprint	23.33
Axi	B7	Exceptional	Gauss Prime Blueprint	13
Axi	B7	Exceptional	Hystrix Prime Blueprint	13
Axi	B7	Exceptional	Wisp Prime Systems Blueprint	23.33
Axi	B7	Flawless	Baruuk Prime Neuroptics Blueprint	6
Axi	B7	Flawless	Burston Prime Blueprint	20
Axi	B7	Flawless	Forma Blueprint	20
Axi	B7	Flawless	Gauss Prime Blueprint	17
Axi	B7	Flawless	Hystrix Prime Blueprint	17
Axi	B7	Flawless	Wisp Prime Systems Blueprint	20
Axi	B7	Intact	Baruuk Prime Neuroptics Blueprint	2
Axi	B7	Intact	Burston Prime Blueprint	25.33
Axi	B7	Intact	Forma Blueprint	25.33
Axi	B7	Intact	Gauss Prime Blueprint	11
Axi	B7	Intact	Hystrix Prime Blueprint	11
Axi	B7	Intact	Wisp Prime Systems Blueprint	25.33
Axi	B7	Radiant	Baruuk Prime Neuroptics Blueprint	10
Axi	B7	Radiant	Burston Prime Blueprint	16.67
Axi	B7	Radiant	Forma Blueprint	16.67
Axi	B7	Radiant	Gauss Prime Blueprint	20
Axi	B7	Radiant	Hystrix Prime Blueprint	20
Axi	B7	Radiant	Wisp Prime Systems Blueprint	16.67
Axi	B8	Exceptional	Baruuk Prime Neuroptics Blueprint	4
Axi	B8	Exceptional	Burston Prime Blueprint	23.33
Axi	B8	Exceptional	Fang Prime Handle	13
Axi	B8	Exceptional	Forma Blueprint	23.33
Axi	B8	Exceptional	Okina Prime Blade	23.33
Axi	B8	Exceptional	Revenant Prime Systems Blueprint	13
Axi	B8	Flawless	Baruuk Prime Neuroptics Blueprint	6
Axi	B8	Flawless	Burston Prime Blueprint	20
Axi	B8	Flawless	Fang Prime Handle	17
Axi	B8	Flawless	Forma Blueprint	20
Axi	B8	Flawless	Okina Prime Blade	20
Axi	B8	Flawless	Revenant Prime Systems Blueprint	17
Axi	B8	Intact	Baruuk Prime Neuroptics Blueprint	2
Axi	B8	Intact	Burston Prime Blueprint	25.33
Axi	B8	Intact	Fang Prime Handle	11
Axi	B8	Intact	Forma Blueprint	25.33
Axi	B8	Intact	Okina Prime Blade	25.33
Axi	B8	Intact	Revenant Prime Systems Blueprint	11
Axi	B8	Radiant	Baruuk Prime Neuroptics Blueprint	10
Axi	B8	Radiant	Burston Prime Blueprint	16.67
Axi	B8	Radiant	Fang Prime Handle	20
Axi	B8	Radiant	Forma Blueprint	16.67
Axi	B8	Radiant	Okina Prime Blade	16.67
Axi	B8	Radiant	Revenant Prime Systems Blueprint	20
Axi	B9	Exceptional	Afuris Prime Blueprint	23.33
Axi	B9	Exceptional	Baruuk Prime Blueprint	4
Axi	B9	Exceptional	Baruuk Prime Neuroptics Blueprint	13
Axi	B9	Exceptional	Braton Prime Blueprint	23.33
Axi	B9	Exceptional	Cobra & Crane Prime Blueprint	13
Axi	B9	Exceptional	Forma Blueprint	23.33
Axi	B9	Flawless	Afuris Prime Blueprint	20
Axi	B9	Flawless	Baruuk Prime Blueprint	6
Axi	B9	Flawless	Baruuk Prime Neuroptics Blueprint	17
Axi	B9	Flawless	Braton Prime Blueprint	20
Axi	B9	Flawless	Cobra & Crane Prime Blueprint	17
Axi	B9	Flawless	Forma Blueprint	20
Axi	B9	Intact	Afuris Prime Blueprint	25.33
Axi	B9	Intact	Baruuk Prime Blueprint	2
Axi	B9	Intact	Baruuk Prime Neuroptics Blueprint	11
Axi	B9	Intact	Braton Prime Blueprint	25.33
Axi	B9	Intact	Cobra & Crane Prime Blueprint	11
Axi	B9	Intact	Forma Blueprint	25.33
Axi	B9	Radiant	Afuris Prime Blueprint	16.67
Axi	B9	Radiant	Baruuk Prime Blueprint	10
Axi	B9	Radiant	Baruuk Prime Neuroptics Blueprint	20
Axi	B9	Radiant	Braton Prime Blueprint	16.67
Axi	B9	Radiant	Cobra & Crane Prime Blueprint	20
Axi	B9	Radiant	Forma Blueprint	16.67
Axi	C1	Exceptional	2X Forma Blueprint	13
Axi	C1	Exceptional	Cernos Prime Lower Limb	4
Axi	C1	Exceptional	Lex Prime Receiver	23.33
Axi	C1	Exceptional	Orthos Prime Blueprint	13
Axi	C1	Exceptional	Trinity Prime Neuroptics Blueprint	23.33
Axi	C1	Exceptional	Vectis Prime Barrel	23.33
Axi	C1	Flawless	2X Forma Blueprint	17
Axi	C1	Flawless	Cernos Prime Lower Limb	6
Axi	C1	Flawless	Lex Prime Receiver	20
Axi	C1	Flawless	Orthos Prime Blueprint	17
Axi	C1	Flawless	Trinity Prime Neuroptics Blueprint	20
Axi	C1	Flawless	Vectis Prime Barrel	20
Axi	C1	Intact	2X Forma Blueprint	11
Axi	C1	Intact	Cernos Prime Lower Limb	2
Axi	C1	Intact	Lex Prime Receiver	25.33
Axi	C1	Intact	Orthos Prime Blueprint	11
Axi	C1	Intact	Trinity Prime Neuroptics Blueprint	25.33
Axi	C1	Intact	Vectis Prime Barrel	25.33
Axi	C1	Radiant	2X Forma Blueprint	20
Axi	C1	Radiant	Cernos Prime Lower Limb	10
Axi	C1	Radiant	Lex Prime Receiver	16.67
Axi	C1	Radiant	Orthos Prime Blueprint	20
Axi	C1	Radiant	Trinity Prime Neuroptics Blueprint	16.67
Axi	C1	Radiant	Vectis Prime Barrel	16.67
Axi	C10	Exceptional	2X Forma Blueprint	13
Axi	C10	Exceptional	Caliban Prime Systems Blueprint	4
Axi	C10	Exceptional	Daikyu Prime Lower Limb	13
Axi	C10	Exceptional	Epitaph Prime Blueprint	23.33
Axi	C10	Exceptional	Lavos Prime Chassis Blueprint	23.33
Axi	C10	Exceptional	Okina Prime Blade	23.33
Axi	C10	Flawless	2X Forma Blueprint	17
Axi	C10	Flawless	Caliban Prime Systems Blueprint	6
Axi	C10	Flawless	Daikyu Prime Lower Limb	17
Axi	C10	Flawless	Epitaph Prime Blueprint	20
Axi	C10	Flawless	Lavos Prime Chassis Blueprint	20
Axi	C10	Flawless	Okina Prime Blade	20
Axi	C10	Intact	2X Forma Blueprint	11
Axi	C10	Intact	Caliban Prime Systems Blueprint	2
Axi	C10	Intact	Daikyu Prime Lower Limb	11
Axi	C10	Intact	Epitaph Prime Blueprint	25.33
Axi	C10	Intact	Lavos Prime Chassis Blueprint	25.33
Axi	C10	Intact	Okina Prime Blade	25.33
Axi	C10	Radiant	2X Forma Blueprint	20
Axi	C10	Radiant	Caliban Prime Systems Blueprint	10
Axi	C10	Radiant	Daikyu Prime Lower Limb	20
Axi	C10	Radiant	Epitaph Prime Blueprint	16.67
Axi	C10	Radiant	Lavos Prime Chassis Blueprint	16.67
Axi	C10	Radiant	Okina Prime Blade	16.67
Axi	C11	Exceptional	Akbronco Prime Link	13
Axi	C11	Exceptional	Braton Prime Barrel	23.33
Axi	C11	Exceptional	Caliban Prime Systems Blueprint	4
Axi	C11	Exceptional	Daikyu Prime Lower Limb	13
Axi	C11	Exceptional	Epitaph Prime Blueprint	23.33
Axi	C11	Exceptional	Perigale Prime Stock	23.33
Axi	C11	Flawless	Akbronco Prime Link	17
Axi	C11	Flawless	Braton Prime Barrel	20
Axi	C11	Flawless	Caliban Prime Systems Blueprint	6
Axi	C11	Flawless	Daikyu Prime Lower Limb	17
Axi	C11	Flawless	Epitaph Prime Blueprint	20
Axi	C11	Flawless	Perigale Prime Stock	20
Axi	C11	Intact	Akbronco Prime Link	11
Axi	C11	Intact	Braton Prime Barrel	25.33
Axi	C11	Intact	Caliban Prime Systems Blueprint	2
Axi	C11	Intact	Daikyu Prime Lower Limb	11
Axi	C11	Intact	Epitaph Prime Blueprint	25.33
Axi	C11	Intact	Perigale Prime Stock	25.33
Axi	C11	Radiant	Akbronco Prime Link	20
Axi	C11	Radiant	Braton Prime Barrel	16.67
Axi	C11	Radiant	Caliban Prime Systems Blueprint	10
Axi	C11	Radiant	Daikyu Prime Lower Limb	20
Axi	C11	Radiant	Epitaph Prime Blueprint	16.67
Axi	C11	Radiant	Perigale Prime Stock	16.67
Axi	C2	Exceptional	Braton Prime Blueprint	23.33
Axi	C2	Exceptional	Cernos Prime Lower Limb	4
Axi	C2	Exceptional	Forma Blueprint	23.33
Axi	C2	Exceptional	Fragor Prime Handle	13
Axi	C2	Exceptional	Silva & Aegis Prime Blade	13
Axi	C2	Exceptional	Trinity Prime Systems Blueprint	23.33
Axi	C2	Flawless	Braton Prime Blueprint	20
Axi	C2	Flawless	Cernos Prime Lower Limb	6
Axi	C2	Flawless	Forma Blueprint	20
Axi	C2	Flawless	Fragor Prime Handle	17
Axi	C2	Flawless	Silva & Aegis Prime Blade	17
Axi	C2	Flawless	Trinity Prime Systems Blueprint	20
Axi	C2	Intact	Braton Prime Blueprint	25.33
Axi	C2	Intact	Cernos Prime Lower Limb	2
Axi	C2	Intact	Forma Blueprint	25.33
Axi	C2	Intact	Fragor Prime Handle	11
Axi	C2	Intact	Silva & Aegis Prime Blade	11
Axi	C2	Intact	Trinity Prime Systems Blueprint	25.33
Axi	C2	Radiant	Braton Prime Blueprint	16.67
Axi	C2	Radiant	Cernos Prime Lower Limb	10
Axi	C2	Radiant	Forma Blueprint	16.67
Axi	C2	Radiant	Fragor Prime Handle	20
Axi	C2	Radiant	Silva & Aegis Prime Blade	20
Axi	C2	Radiant	Trinity Prime Systems Blueprint	16.67
Axi	C3	Exceptional	Banshee Prime Blueprint	13
Axi	C3	Exceptional	Chroma Prime Systems Blueprint	4
Axi	C3	Exceptional	Forma Blueprint	23.33
Axi	C3	Exceptional	Helios Prime Carapace	23.33
Axi	C3	Exceptional	Hydroid Prime Chassis Blueprint	23.33
Axi	C3	Exceptional	Pyrana Prime Receiver	13
Axi	C3	Flawless	Banshee Prime Blueprint	17
Axi	C3	Flawless	Chroma Prime Systems Blueprint	6
Axi	C3	Flawless	Forma Blueprint	20
Axi	C3	Flawless	Helios Prime Carapace	20
Axi	C3	Flawless	Hydroid Prime Chassis Blueprint	20
Axi	C3	Flawless	Pyrana Prime Receiver	17
Axi	C3	Intact	Banshee Prime Blueprint	11
Axi	C3	Intact	Chroma Prime Systems Blueprint	2
Axi	C3	Intact	Forma Blueprint	25.33
Axi	C3	Intact	Helios Prime Carapace	25.33
Axi	C3	Intact	Hydroid Prime Chassis Blueprint	25.33
Axi	C3	Intact	Pyrana Prime Receiver	11
Axi	C3	Radiant	Banshee Prime Blueprint	20
Axi	C3	Radiant	Chroma Prime Systems Blueprint	10
Axi	C3	Radiant	Forma Blueprint	16.67
Axi	C3	Radiant	Helios Prime Carapace	16.67
Axi	C3	Radiant	Hydroid Prime Chassis Blueprint	16.67
Axi	C3	Radiant	Pyrana Prime Receiver	20
Axi	C4	Exceptional	Braton Prime Blueprint	23.33
Axi	C4	Exceptional	Chroma Prime Systems Blueprint	4
Axi	C4	Exceptional	Hydroid Prime Chassis Blueprint	23.33
Axi	C4	Exceptional	Kogake Prime Blueprint	13
Axi	C4	Exceptional	Pyrana Prime Barrel	23.33
Axi	C4	Exceptional	Sybaris Prime Receiver	13
Axi	C4	Flawless	Braton Prime Blueprint	20
Axi	C4	Flawless	Chroma Prime Systems Blueprint	6
Axi	C4	Flawless	Hydroid Prime Chassis Blueprint	20
Axi	C4	Flawless	Kogake Prime Blueprint	17
Axi	C4	Flawless	Pyrana Prime Barrel	20
Axi	C4	Flawless	Sybaris Prime Receiver	17
Axi	C4	Intact	Braton Prime Blueprint	25.33
Axi	C4	Intact	Chroma Prime Systems Blueprint	2
Axi	C4	Intact	Hydroid Prime Chassis Blueprint	25.33
Axi	C4	Intact	Kogake Prime Blueprint	11
Axi	C4	Intact	Pyrana Prime Barrel	25.33
Axi	C4	Intact	Sybaris Prime Receiver	11
Axi	C4	Radiant	Braton Prime Blueprint	16.67
Axi	C4	Radiant	Chroma Prime Systems Blueprint	10
Axi	C4	Radiant	Hydroid Prime Chassis Blueprint	16.67
Axi	C4	Radiant	Kogake Prime Blueprint	20
Axi	C4	Radiant	Pyrana Prime Barrel	16.67
Axi	C4	Radiant	Sybaris Prime Receiver	20
Axi	C5	Exceptional	Akbronco Prime Link	13
Axi	C5	Exceptional	Braton Prime Barrel	23.33
Axi	C5	Exceptional	Corinth Prime Barrel	4
Axi	C5	Exceptional	Panthera Prime Blueprint	23.33
Axi	C5	Exceptional	Tekko Prime Gauntlet	23.33
Axi	C5	Exceptional	Tipedo Prime Ornament	13
Axi	C5	Flawless	Akbronco Prime Link	17
Axi	C5	Flawless	Braton Prime Barrel	20
Axi	C5	Flawless	Corinth Prime Barrel	6
Axi	C5	Flawless	Panthera Prime Blueprint	20
Axi	C5	Flawless	Tekko Prime Gauntlet	20
Axi	C5	Flawless	Tipedo Prime Ornament	17
Axi	C5	Intact	Akbronco Prime Link	11
Axi	C5	Intact	Braton Prime Barrel	25.33
Axi	C5	Intact	Corinth Prime Barrel	2
Axi	C5	Intact	Panthera Prime Blueprint	25.33
Axi	C5	Intact	Tekko Prime Gauntlet	25.33
Axi	C5	Intact	Tipedo Prime Ornament	11
Axi	C5	Radiant	Akbronco Prime Link	20
Axi	C5	Radiant	Braton Prime Barrel	16.67
Axi	C5	Radiant	Corinth Prime Barrel	10
Axi	C5	Radiant	Panthera Prime Blueprint	16.67
Axi	C5	Radiant	Tekko Prime Gauntlet	16.67
Axi	C5	Radiant	Tipedo Prime Ornament	20
Axi	C6	Exceptional	Corinth Prime Barrel	4
Axi	C6	Exceptional	Forma Blueprint	23.33
Axi	C6	Exceptional	Ivara Prime Systems Blueprint	13
Axi	C6	Exceptional	Karyst Prime Blueprint	23.33
Axi	C6	Exceptional	Pandero Prime Barrel	13
Axi	C6	Exceptional	Pangolin Prime Handle	23.33
Axi	C6	Flawless	Corinth Prime Barrel	6
Axi	C6	Flawless	Forma Blueprint	20
Axi	C6	Flawless	Ivara Prime Systems Blueprint	17
Axi	C6	Flawless	Karyst Prime Blueprint	20
Axi	C6	Flawless	Pandero Prime Barrel	17
Axi	C6	Flawless	Pangolin Prime Handle	20
Axi	C6	Intact	Corinth Prime Barrel	2
Axi	C6	Intact	Forma Blueprint	25.33
Axi	C6	Intact	Ivara Prime Systems Blueprint	11
Axi	C6	Intact	Karyst Prime Blueprint	25.33
Axi	C6	Intact	Pandero Prime Barrel	11
Axi	C6	Intact	Pangolin Prime Handle	25.33
Axi	C6	Radiant	Corinth Prime Barrel	10
Axi	C6	Radiant	Forma Blueprint	16.67
Axi	C6	Radiant	Ivara Prime Systems Blueprint	20
Axi	C6	Radiant	Karyst Prime Blueprint	16.67
Axi	C6	Radiant	Pandero Prime Barrel	20
Axi	C6	Radiant	Pangolin Prime Handle	16.67
Axi	C7	Exceptional	Bronco Prime Blueprint	23.33
Axi	C7	Exceptional	Corinth Prime Barrel	4
Axi	C7	Exceptional	Lex Prime Receiver	23.33
Axi	C7	Exceptional	Magnus Prime Blueprint	23.33
Axi	C7	Exceptional	Tenora Prime Stock	13
Axi	C7	Exceptional	Volnus Prime Head	13
Axi	C7	Flawless	Bronco Prime Blueprint	20
Axi	C7	Flawless	Corinth Prime Barrel	6
Axi	C7	Flawless	Lex Prime Receiver	20
Axi	C7	Flawless	Magnus Prime Blueprint	20
Axi	C7	Flawless	Tenora Prime Stock	17
Axi	C7	Flawless	Volnus Prime Head	17
Axi	C7	Intact	Bronco Prime Blueprint	25.33
Axi	C7	Intact	Corinth Prime Barrel	2
Axi	C7	Intact	Lex Prime Receiver	25.33
Axi	C7	Intact	Magnus Prime Blueprint	25.33
Axi	C7	Intact	Tenora Prime Stock	11
Axi	C7	Intact	Volnus Prime Head	11
Axi	C7	Radiant	Bronco Prime Blueprint	16.67
Axi	C7	Radiant	Corinth Prime Barrel	10
Axi	C7	Radiant	Lex Prime Receiver	16.67
Axi	C7	Radiant	Magnus Prime Blueprint	16.67
Axi	C7	Radiant	Tenora Prime Stock	20
Axi	C7	Radiant	Volnus Prime Head	20
Axi	C8	Exceptional	Burston Prime Blueprint	23.33
Axi	C8	Exceptional	Corinth Prime Stock	4
Axi	C8	Exceptional	Forma Blueprint	23.33
Axi	C8	Exceptional	Gara Prime Systems Blueprint	23.33
Axi	C8	Exceptional	Pangolin Prime Blade	13
Axi	C8	Exceptional	Volnus Prime Head	13
Axi	C8	Flawless	Burston Prime Blueprint	20
Axi	C8	Flawless	Corinth Prime Stock	6
Axi	C8	Flawless	Forma Blueprint	20
Axi	C8	Flawless	Gara Prime Systems Blueprint	20
Axi	C8	Flawless	Pangolin Prime Blade	17
Axi	C8	Flawless	Volnus Prime Head	17
Axi	C8	Intact	Burston Prime Blueprint	25.33
Axi	C8	Intact	Corinth Prime Stock	2
Axi	C8	Intact	Forma Blueprint	25.33
Axi	C8	Intact	Gara Prime Systems Blueprint	25.33
Axi	C8	Intact	Pangolin Prime Blade	11
Axi	C8	Intact	Volnus Prime Head	11
Axi	C8	Radiant	Burston Prime Blueprint	16.67
Axi	C8	Radiant	Corinth Prime Stock	10
Axi	C8	Radiant	Forma Blueprint	16.67
Axi	C8	Radiant	Gara Prime Systems Blueprint	16.67
Axi	C8	Radiant	Pangolin Prime Blade	20
Axi	C8	Radiant	Volnus Prime Head	20
Axi	C9	Exceptional	Braton Prime Receiver	23.33
Axi	C9	Exceptional	Cobra & Crane Prime Guard	4
Axi	C9	Exceptional	Forma Blueprint	23.33
Axi	C9	Exceptional	Phantasma Prime Stock	13
Axi	C9	Exceptional	Revenant Prime Chassis Blueprint	23.33
Axi	C9	Exceptional	Tatsu Prime Blade	13
Axi	C9	Flawless	Braton Prime Receiver	20
Axi	C9	Flawless	Cobra & Crane Prime Guard	6
Axi	C9	Flawless	Forma Blueprint	20
Axi	C9	Flawless	Phantasma Prime Stock	17
Axi	C9	Flawless	Revenant Prime Chassis Blueprint	20
Axi	C9	Flawless	Tatsu Prime Blade	17
Axi	C9	Intact	Braton Prime Receiver	25.33
Axi	C9	Intact	Cobra & Crane Prime Guard	2
Axi	C9	Intact	Forma Blueprint	25.33
Axi	C9	Intact	Phantasma Prime Stock	11
Axi	C9	Intact	Revenant Prime Chassis Blueprint	25.33
Axi	C9	Intact	Tatsu Prime Blade	11
Axi	C9	Radiant	Braton Prime Receiver	16.67
Axi	C9	Radiant	Cobra & Crane Prime Guard	10
Axi	C9	Radiant	Forma Blueprint	16.67
Axi	C9	Radiant	Phantasma Prime Stock	20
Axi	C9	Radiant	Revenant Prime Chassis Blueprint	16.67
Axi	C9	Radiant	Tatsu Prime Blade	20
Axi	D1	Exceptional	2X Forma Blueprint	13
Axi	D1	Exceptional	Braton Prime Blueprint	23.33
Axi	D1	Exceptional	Chroma Prime Blueprint	23.33
Axi	D1	Exceptional	Destreza Prime Blade	4
Axi	D1	Exceptional	Tiberon Prime Receiver	23.33
Axi	D1	Exceptional	Zhuge Prime Receiver	13
Axi	D1	Flawless	2X Forma Blueprint	17
Axi	D1	Flawless	Braton Prime Blueprint	20
Axi	D1	Flawless	Chroma Prime Blueprint	20
Axi	D1	Flawless	Destreza Prime Blade	6
Axi	D1	Flawless	Tiberon Prime Receiver	20
Axi	D1	Flawless	Zhuge Prime Receiver	17
Axi	D1	Intact	2X Forma Blueprint	11
Axi	D1	Intact	Braton Prime Blueprint	25.33
Axi	D1	Intact	Chroma Prime Blueprint	25.33
Axi	D1	Intact	Destreza Prime Blade	2
Axi	D1	Intact	Tiberon Prime Receiver	25.33
Axi	D1	Intact	Zhuge Prime Receiver	11
Axi	D1	Radiant	2X Forma Blueprint	20
Axi	D1	Radiant	Braton Prime Blueprint	16.67
Axi	D1	Radiant	Chroma Prime Blueprint	16.67
Axi	D1	Radiant	Destreza Prime Blade	10
Axi	D1	Radiant	Tiberon Prime Receiver	16.67
Axi	D1	Radiant	Zhuge Prime Receiver	20
Axi	D2	Exceptional	2X Forma Blueprint	13
Axi	D2	Exceptional	Aksomati Prime Receiver	23.33
Axi	D2	Exceptional	Braton Prime Blueprint	23.33
Axi	D2	Exceptional	Destreza Prime Blade	4
Axi	D2	Exceptional	Destreza Prime Handle	23.33
Axi	D2	Exceptional	Rubico Prime Stock	13
Axi	D2	Flawless	2X Forma Blueprint	17
Axi	D2	Flawless	Aksomati Prime Receiver	20
Axi	D2	Flawless	Braton Prime Blueprint	20
Axi	D2	Flawless	Destreza Prime Blade	6
Axi	D2	Flawless	Destreza Prime Handle	20
Axi	D2	Flawless	Rubico Prime Stock	17
Axi	D2	Intact	2X Forma Blueprint	11
Axi	D2	Intact	Aksomati Prime Receiver	25.33
Axi	D2	Intact	Braton Prime Blueprint	25.33
Axi	D2	Intact	Destreza Prime Blade	2
Axi	D2	Intact	Destreza Prime Handle	25.33
Axi	D2	Intact	Rubico Prime Stock	11
Axi	D2	Radiant	2X Forma Blueprint	20
Axi	D2	Radiant	Aksomati Prime Receiver	16.67
Axi	D2	Radiant	Braton Prime Blueprint	16.67
Axi	D2	Radiant	Destreza Prime Blade	10
Axi	D2	Radiant	Destreza Prime Handle	16.67
Axi	D2	Radiant	Rubico Prime Stock	20
Axi	D3	Exceptional	Braton Prime Stock	23.33
